what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459028923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459032457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459033790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459039093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459039784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459040329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459041416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459043274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459045192
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351459063805
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351459063997
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351459064077
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351459067464
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351459068985
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351459070432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459080154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459081302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351459097071
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1351459099105
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351459107166
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351459139222
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351459141081
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351459241321
