what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1350608858585
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1350608858603
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1350608858603
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1350608858603
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1350608858604
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1350608858605
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1350608858606
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1350608858606
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1350608858607
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1350608858608
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1350608858608
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1350608858610
started,bundle,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt",1350608858610
started,bundle,com.android.ide.eclipse.base,20.0.3.v201208082019-427395,"com.android.ide.eclipse.base",1350608858611
os,sysinfo,,,"win32",1350608858616
arch,sysinfo,,,"x86",1350608858616
ws,sysinfo,,,"win32",1350608858616
locale,sysinfo,,,"en_US",1350608858616
processors,sysinfo,,,"4",1350608858616
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1350608858616
java.runtime.version,sysinfo,,,"1.6.0_37-b06",1350608858616
java.specification.name,sysinfo,,,"Java Platform API Specification",1350608858616
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1350608858616
java.specification.version,sysinfo,,,"1.6",1350608858616
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1350608858616
java.version,sysinfo,,,"1.6.0_37",1350608858616
java.vm.info,sysinfo,,,"mixed mode, sharing",1350608858616
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1350608858616
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1350608858616
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1350608858616
java.vm.specification.version,sysinfo,,,"1.0",1350608858616
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1350608858616
java.vm.version,sysinfo,,,"20.12-b01",1350608858616
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1350608858619
started,bundle,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms",1350608858819
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1350608858840
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1350608858844
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1350608858848
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1350608859005
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1350608859089
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1350608859089
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350608861055
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350608861075
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1350608861099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350608862903
started,bundle,com.android.ide.eclipse.traceview,20.0.3.v201208082019-427395,"com.android.ide.eclipse.traceview",1350608867495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609103081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609108568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609118166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609118495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609119128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609119391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609132758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609133397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609134563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609135115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609151465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609153415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609173578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609176043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609177902
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1350609177920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609178860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609194959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609228903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609289955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609290270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609291172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609293053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609383467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609390184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609423528
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1350609425226
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350609425239
closed,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1350609425250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609426426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609427675
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1350609429599
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1350609429621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609430448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609449401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609451794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609454220
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350609454283
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1350609454536
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1350609454542
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1350609454706
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1350609454709
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1350609454710
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1350609454711
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1350609454712
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1350609454713
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1350609454733
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1350609454733
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,20.0.3.v201208082019-427395,"overlay.com.android.ide.eclipse.adt.overlay",1350609454773
stopped,bundle,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt",1350609454773
